"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.taskAnswers","Approve","Reject"
"3ABAOCJ4R97FGZ1Q79MSYKD946QMQJ","36SUH4ZPJVYRXUYNGXW5KCIRYLL07W","(~3 minutes) Draw bounding boxes surrounded pool balls","Draw a bounding box to surround the the cue ball, 8-ball, solid ball, and stripe ball in the image.","image, bounding box, billiards","$0.06","Fri Jun 07 01:09:46 PDT 2024","5","BatchId:5229409;OriginalHitTemplateId:928390838;","7200","259200","Fri Jun 14 01:09:46 PDT 2024","","","32VNZTT0A871BUPE4MGY5029MXER4V","A2E1PL4A2EQNNB","Rejected","Fri Jun 07 01:10:00 PDT 2024","Fri Jun 07 01:43:03 PDT 2024","Mon Jun 10 01:43:03 PDT 2024","","Fri Jun 07 20:27:50 PDT 2024","Not meet the requirements","1983","50% (1/2)","50% (1/2)","50% (1/2)","https://www.u.tsukuba.ac.jp/~s2413780/mast-exp-billiards/game1/game1_rack12_high.png","[{""annotatedResult"":{""boundingBoxes"":[{""height"":12,""label"":""8-ball(black ball)"",""left"":985,""top"":560,""width"":79},{""height"":56,""label"":""8-ball(black ball)"",""left"":996,""top"":520,""width"":55},{""height"":55,""label"":""Solid ball"",""left"":726,""top"":787,""width"":74},{""height"":3,""label"":""Solid ball"",""left"":901,""top"":594,""width"":11},{""height"":29,""label"":""Cue ball(white Ball)"",""left"":1293,""top"":778,""width"":72},{""height"":47,""label"":""Stripe ball"",""left"":373,""top"":656,""width"":141}],""inputImageProperties"":{""height"":1080,""width"":1920}}}]"
"3ABAOCJ4R97FGZ1Q79MSYKD946QMQJ","36SUH4ZPJVYRXUYNGXW5KCIRYLL07W","(~3 minutes) Draw bounding boxes surrounded pool balls","Draw a bounding box to surround the the cue ball, 8-ball, solid ball, and stripe ball in the image.","image, bounding box, billiards","$0.06","Fri Jun 07 01:09:46 PDT 2024","5","BatchId:5229409;OriginalHitTemplateId:928390838;","7200","259200","Fri Jun 14 01:09:46 PDT 2024","","","3SLE99ER0OGUYKWETIKYZHAE5LOBZI","A11RUY176TQOVX","Rejected","Sat Jun 08 02:31:17 PDT 2024","Sat Jun 08 02:36:20 PDT 2024","Tue Jun 11 02:36:20 PDT 2024","","Sat Jun 08 19:22:20 PDT 2024","Not meet the requirements.","303","50% (1/2)","50% (1/2)","50% (1/2)","https://www.u.tsukuba.ac.jp/~s2413780/mast-exp-billiards/game1/game1_rack12_high.png","[{""annotatedResult"":{""boundingBoxes"":[{""height"":840,""label"":""8-ball(black ball)"",""left"":153,""top"":104,""width"":1597}],""inputImageProperties"":{""height"":1080,""width"":1920}}}]"
"3ABAOCJ4R97FGZ1Q79MSYKD946QMQJ","36SUH4ZPJVYRXUYNGXW5KCIRYLL07W","(~3 minutes) Draw bounding boxes surrounded pool balls","Draw a bounding box to surround the the cue ball, 8-ball, solid ball, and stripe ball in the image.","image, bounding box, billiards","$0.06","Fri Jun 07 01:09:46 PDT 2024","5","BatchId:5229409;OriginalHitTemplateId:928390838;","7200","259200","Fri Jun 14 01:09:46 PDT 2024","","","3PWWM24LHT1LQBVV1ZRAL4A6CAD82P","A2J69B400Y7VO8","Rejected","Sat Jun 08 19:22:38 PDT 2024","Sat Jun 08 21:06:02 PDT 2024","Tue Jun 11 21:06:02 PDT 2024","","Sun Jun 09 01:00:46 PDT 2024","Not meet the requirements","6204","44% (4/9)","17% (1/6)","17% (1/6)","https://www.u.tsukuba.ac.jp/~s2413780/mast-exp-billiards/game1/game1_rack12_high.png","[{""annotatedResult"":{""boundingBoxes"":[],""inputImageProperties"":{""height"":1080,""width"":1920}}}]"
"3ABAOCJ4R97FGZ1Q79MSYKD946QMQJ","36SUH4ZPJVYRXUYNGXW5KCIRYLL07W","(~3 minutes) Draw bounding boxes surrounded pool balls","Draw a bounding box to surround the the cue ball, 8-ball, solid ball, and stripe ball in the image.","image, bounding box, billiards","$0.06","Fri Jun 07 01:09:46 PDT 2024","5","BatchId:5229409;OriginalHitTemplateId:928390838;","7200","259200","Fri Jun 14 01:09:46 PDT 2024","","","3WZ36BJEV4JYC8NFNQVGDT9XKTKTBA","A2U2QUPPR5JX9A","Rejected","Sun Jun 09 05:02:15 PDT 2024","Sun Jun 09 06:58:09 PDT 2024","Wed Jun 12 06:58:09 PDT 2024","","Sun Jun 09 19:03:40 PDT 2024","Not meet the requirements","6954","50% (1/2)","50% (1/2)","50% (1/2)","https://www.u.tsukuba.ac.jp/~s2413780/mast-exp-billiards/game1/game1_rack12_high.png","[{""annotatedResult"":{""boundingBoxes"":[{""height"":33,""label"":""Cue ball(white Ball)"",""left"":887,""top"":575,""width"":30},{""height"":33,""label"":""8-ball(black ball)"",""left"":1102,""top"":441,""width"":32},{""height"":26,""label"":""Solid ball"",""left"":331,""top"":554,""width"":36},{""height"":27,""label"":""Solid ball"",""left"":725,""top"":820,""width"":38},{""height"":29,""label"":""Solid ball"",""left"":1420,""top"":751,""width"":35},{""height"":25,""label"":""Stripe ball"",""left"":414,""top"":661,""width"":39}],""inputImageProperties"":{""height"":1080,""width"":1920}}}]"
"32ZCLEW0B0N4FFUQ4ZUBINVIVG9PJR","36SUH4ZPJVYRXUYNGXW5KCIRYLL07W","(~3 minutes) Draw bounding boxes surrounded pool balls","Draw a bounding box to surround the the cue ball, 8-ball, solid ball, and stripe ball in the image.","image, bounding box, billiards","$0.06","Fri Jun 07 01:09:45 PDT 2024","3","BatchId:5229409;OriginalHitTemplateId:928390838;","7200","259200","Fri Jun 14 01:09:45 PDT 2024","","","3KGTPGBS6YOJO82842SFHWSV9IQU2A","A2ML30H0T2HO1J","Rejected","Fri Jun 07 03:11:04 PDT 2024","Fri Jun 07 03:16:47 PDT 2024","Mon Jun 10 03:16:47 PDT 2024","","Sun Jun 09 01:00:43 PDT 2024","Not meet the requirements","343","0% (0/1)","0% (0/1)","0% (0/1)","https://www.u.tsukuba.ac.jp/~s2413780/mast-exp-billiards/game1/game1_rack12_high.png","[{""annotatedResult"":{""boundingBoxes"":[{""height"":37,""label"":""Cue ball(white Ball)"",""left"":888,""top"":574,""width"":37},{""height"":35,""label"":""Cue ball(white Ball)"",""left"":875,""top"":800,""width"":30},{""height"":32,""label"":""Cue ball(white Ball)"",""left"":1002,""top"":548,""width"":33},{""height"":53,""label"":""Cue ball(white Ball)"",""left"":532,""top"":417,""width"":45},{""height"":37,""label"":""8-ball(black ball)"",""left"":1384,""top"":475,""width"":34},{""height"":45,""label"":""8-ball(black ball)"",""left"":1102,""top"":445,""width"":38},{""height"":35,""label"":""8-ball(black ball)"",""left"":1304,""top"":772,""width"":20},{""height"":35,""label"":""Solid ball"",""left"":1414,""top"":746,""width"":35},{""height"":43,""label"":""Solid ball"",""left"":330,""top"":548,""width"":8},{""height"":30,""label"":""Solid ball"",""left"":722,""top"":813,""width"":28},{""height"":34,""label"":""Solid ball"",""left"":679,""top"":762,""width"":26},{""height"":30,""label"":""Solid ball"",""left"":983,""top"":320,""width"":28},{""height"":30,""label"":""Stripe ball"",""left"":416,""top"":660,""width"":35}],""inputImageProperties"":{""height"":1080,""width"":1920}}}]"
"32ZCLEW0B0N4FFUQ4ZUBINVIVG9PJR","36SUH4ZPJVYRXUYNGXW5KCIRYLL07W","(~3 minutes) Draw bounding boxes surrounded pool balls","Draw a bounding box to surround the the cue ball, 8-ball, solid ball, and stripe ball in the image.","image, bounding box, billiards","$0.06","Fri Jun 07 01:09:45 PDT 2024","3","BatchId:5229409;OriginalHitTemplateId:928390838;","7200","259200","Fri Jun 14 01:09:45 PDT 2024","","","36ZN444YTS1SMOWDXJ1Y567NGBNOIS","A2M678SPYRX04K","Rejected","Sun Jun 09 03:01:53 PDT 2024","Sun Jun 09 03:04:18 PDT 2024","Wed Jun 12 03:04:18 PDT 2024","","Sun Jun 09 19:03:39 PDT 2024","Not meet the requirements","145","0% (0/1)","0% (0/1)","0% (0/1)","https://www.u.tsukuba.ac.jp/~s2413780/mast-exp-billiards/game1/game1_rack12_high.png","[{""annotatedResult"":{""boundingBoxes"":[{""height"":46,""label"":""Stripe ball"",""left"":414,""top"":655,""width"":42}],""inputImageProperties"":{""height"":1080,""width"":1920}}}]"
"3RWSQDNYLAPCJ0J0767LRVPM035FFB","36SUH4ZPJVYRXUYNGXW5KCIRYLL07W","(~3 minutes) Draw bounding boxes surrounded pool balls","Draw a bounding box to surround the the cue ball, 8-ball, solid ball, and stripe ball in the image.","image, bounding box, billiards","$0.06","Fri Jun 07 01:09:49 PDT 2024","4","BatchId:5229409;OriginalHitTemplateId:928390838;","7200","259200","Fri Jun 14 01:09:49 PDT 2024","","","3EJPLAJKENJOS8FJXR3QO1OMR53Z6H","A5UVLMP12HJQZ","Rejected","Fri Jun 07 01:10:01 PDT 2024","Fri Jun 07 01:10:59 PDT 2024","Mon Jun 10 01:10:59 PDT 2024","","Fri Jun 07 03:22:03 PDT 2024","Not meet the requirements","58","0% (0/1)","0% (0/1)","0% (0/1)","https://www.u.tsukuba.ac.jp/~s2413780/mast-exp-billiards/game1/game1_rack15_low.png","[{""annotatedResult"":{""boundingBoxes"":[],""inputImageProperties"":{""height"":1080,""width"":1920}}}]"
"3RWSQDNYLAPCJ0J0767LRVPM035FFB","36SUH4ZPJVYRXUYNGXW5KCIRYLL07W","(~3 minutes) Draw bounding boxes surrounded pool balls","Draw a bounding box to surround the the cue ball, 8-ball, solid ball, and stripe ball in the image.","image, bounding box, billiards","$0.06","Fri Jun 07 01:09:49 PDT 2024","4","BatchId:5229409;OriginalHitTemplateId:928390838;","7200","259200","Fri Jun 14 01:09:49 PDT 2024","","","39K0FND3AIIPG3S38FU8W4UZ8KGMAI","A1ILCIHMXPNTMT","Rejected","Fri Jun 07 03:22:10 PDT 2024","Fri Jun 07 03:24:40 PDT 2024","Mon Jun 10 03:24:40 PDT 2024","","Sun Jun 09 01:00:49 PDT 2024","Not meet the requirements","150","90% (9/10)","50% (1/2)","50% (1/2)","https://www.u.tsukuba.ac.jp/~s2413780/mast-exp-billiards/game1/game1_rack15_low.png","[{""annotatedResult"":{""boundingBoxes"":[{""height"":48,""label"":""Cue ball(white Ball)"",""left"":1331,""top"":738,""width"":65},{""height"":41,""label"":""Cue ball(white Ball)"",""left"":1541,""top"":276,""width"":58},{""height"":70,""label"":""8-ball(black ball)"",""left"":1453,""top"":727,""width"":62},{""height"":100,""label"":""8-ball(black ball)"",""left"":361,""top"":738,""width"":57},{""height"":52,""label"":""Solid ball"",""left"":1215,""top"":794,""width"":61},{""height"":76,""label"":""Solid ball"",""left"":646,""top"":259,""width"":96},{""height"":90,""label"":""Solid ball"",""left"":651,""top"":785,""width"":85},{""height"":61,""label"":""Solid ball"",""left"":497,""top"":545,""width"":92},{""height"":50,""label"":""Stripe ball"",""left"":1497,""top"":217,""width"":85},{""height"":41,""label"":""Stripe ball"",""left"":943,""top"":733,""width"":64}],""inputImageProperties"":{""height"":1080,""width"":1920}}}]"
"3RWSQDNYLAPCJ0J0767LRVPM035FFB","36SUH4ZPJVYRXUYNGXW5KCIRYLL07W","(~3 minutes) Draw bounding boxes surrounded pool balls","Draw a bounding box to surround the the cue ball, 8-ball, solid ball, and stripe ball in the image.","image, bounding box, billiards","$0.06","Fri Jun 07 01:09:49 PDT 2024","4","BatchId:5229409;OriginalHitTemplateId:928390838;","7200","259200","Fri Jun 14 01:09:49 PDT 2024","","","3WJEQKOXA95SKE6EFTBACC6WAS91AF","A5E5FG7LKE3ZR","Rejected","Sun Jun 09 03:18:43 PDT 2024","Sun Jun 09 04:13:11 PDT 2024","Wed Jun 12 04:13:11 PDT 2024","","Sun Jun 09 19:03:41 PDT 2024","Not meet the requirements","3268","50% (1/2)","50% (1/2)","50% (1/2)","https://www.u.tsukuba.ac.jp/~s2413780/mast-exp-billiards/game1/game1_rack15_low.png","[{""annotatedResult"":{""boundingBoxes"":[{""height"":26,""label"":""Solid ball"",""left"":676,""top"":803,""width"":40},{""height"":34,""label"":""Solid ball"",""left"":1220,""top"":796,""width"":41},{""height"":28,""label"":""Stripe ball"",""left"":950,""top"":733,""width"":32},{""height"":40,""label"":""Cue ball(white Ball)"",""left"":1275,""top"":536,""width"":41},{""height"":24,""label"":""8-ball(black ball)"",""left"":634,""top"":396,""width"":33}],""inputImageProperties"":{""height"":1080,""width"":1920}}}]"
"341YLJU21J2CSX9EKJYZA98P7RSI2L","36SUH4ZPJVYRXUYNGXW5KCIRYLL07W","(~3 minutes) Draw bounding boxes surrounded pool balls","Draw a bounding box to surround the the cue ball, 8-ball, solid ball, and stripe ball in the image.","image, bounding box, billiards","$0.06","Fri Jun 07 01:09:54 PDT 2024","3","BatchId:5229409;OriginalHitTemplateId:928390838;","7200","259200","Fri Jun 14 01:09:54 PDT 2024","","","3OVR4I9USQM1ZTAER7RY0AS4QBH4QC","AQOLPPVXHBANX","Rejected","Fri Jun 07 03:10:44 PDT 2024","Fri Jun 07 03:53:34 PDT 2024","Mon Jun 10 03:53:34 PDT 2024","","Sun Jun 09 01:00:44 PDT 2024","Not meet the requirements","2570","0% (0/1)","0% (0/1)","0% (0/1)","https://www.u.tsukuba.ac.jp/~s2413780/mast-exp-billiards/game1/game1_rack7_high.png","[{""annotatedResult"":{""boundingBoxes"":[{""height"":100,""label"":""Cue ball(white Ball)"",""left"":1528,""top"":336,""width"":57},{""height"":152,""label"":""Cue ball(white Ball)"",""left"":1525,""top"":597,""width"":69},{""height"":81,""label"":""8-ball(black ball)"",""left"":579,""top"":358,""width"":149},{""height"":61,""label"":""8-ball(black ball)"",""left"":579,""top"":497,""width"":110},{""height"":85,""label"":""Solid ball"",""left"":1397,""top"":430,""width"":73},{""height"":112,""label"":""Solid ball"",""left"":1291,""top"":652,""width"":155},{""height"":85,""label"":""Stripe ball"",""left"":1291,""top"":470,""width"":79},{""height"":113,""label"":""Stripe ball"",""left"":876,""top"":694,""width"":52},{""height"":140,""label"":""Stripe ball"",""left"":352,""top"":597,""width"":76},{""height"":94,""label"":""Stripe ball"",""left"":579,""top"":570,""width"":58},{""height"":101,""label"":""8-ball(black ball)"",""left"":934,""top"":263,""width"":73}],""inputImageProperties"":{""height"":1080,""width"":1920}}}]"
